//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	475	859	0	0	0	0	360s	100	1	8006
m	338	645	0	0	0	0	360s	100	1	8006  
m	612	670	0	0	0	0	360s	100	1	8006
m	704	495	0	0	0	0	360s	100	1	8006
m	634	339	0	0	0	0	360s	100	1	8006
m	282	155	0	0	0	0	360s	100	1	8007
m	257	583	0	0	0	0	360s	100	1	8007
m	480	606	0	0	0	0	360s	100	1	8007
m	664	230	0	0	0	0	360s	100	1	8007
m	199	296	0	0	0	0	360s	100	1	8007
m	308	252	0	0	0	0	360s	100	1	8007
m	598	360	0	0	0	0	360s	100	1	8006
m	598	270	0	0	0	0	360s	100	1	8006
m	556	208	0	0	0	0	360s	100	1	8006
m	498	174	0	0	0	0	360s	100	1	8006
m	429	199	0	0	0	0	360s	100	1	8006
m	391	144	0	0	0	0	360s	100	1	8007
m	323	155	0	0	0	0	360s	100	1	8007
m	222	152	0	0	0	0	360s	100	1	8007
m	209	260	0	0	0	0	360s	100	1	8007
m	151	293	0	0	0	0	360s	100	1	8007
m	187	394	0	0	0	0	360s	100	1	8007
m	667	666	0	0	0	0	360s	100	1	8006
m	667	606	0	0	0	0	360s	100	1	8006
m	863	850	0	0	0	0	360s	100	1	8006
m	861	615	0	0	0	0	360s	100	1	8006
m	861	559	0	0	0	0	360s	100	1	8006
m	702	167	0	0	0	0	360s	100	1	8006
m	287	183	0	0	0	0	360s	100	1	8006
m	186	590	0	0	0	0	360s	100	1	8006
m	257	863	0	0	0	0	360s	100	1	8006
m	571	688	0	0	0	0	360s	100	1	8006
m	691	866	0	0	0	0	360s	100	1	8006
m	866	665	0	0	0	0	360s	100	1	8006
m	854	177	0	0	0	0	360s	100	1	8006
m	359	170	0	0	0	0	360s	100	1	8006
m	147	224	0	0	0	0	360s	100	1	8006
m	169	427	0	0	0	0	360s	100	1	8006
m	305	619	0	0	0	0	360s	100	1	8006
m	750	818	0	0	0	0	360s	100	1	8006
m	833	779	0	0	0	0	360s	100	1	8006
m	856	704	0	0	0	0	360s	100	1	8006
m	816	454	0	0	0	0	360s	100	1	8006
m	782	157	0	0	0	0	360s	100	1	8006
m	643	384	0	0	0	0	360s	100	1	8007
m	700	553	0	0	0	0	360s	100	1	8007
m	169	265	0	0	0	0	360s	100	1	8007
m	437	166	0	0	0	0	360s	100	1	8007
m	362	681	0	0	0	0	360s	100	1	8007
m	369	845	0	0	0	0	360s	100	1	8007
m	581	872	0	0	0	0	360s	100	1	8007
m	683	698	0	0	0	0	360s	100	1	8007
m	571	616	0	0	0	0	360s	100	1	8007
m	687	204	0	0	0	0	360s	100	1	8007
m	706	337	0	0	0	0	360s	100	1	8007
m	847	527	0	0	0	0	360s	100	1	8007
m	836	744	0	0	0	0	360s	100	1	8007
m	798	796	0	0	0	0	360s	100	1	8007
m	674	433	0	0	0	0	360s	100	1	8007
m	201	186	0	0	0	0	360s	100	1	8007
m	159	564	0	0	0	0	360s	100	1	8007
m	154	633	0	0	0	0	360s	100	1	8007
m	309	565	0	0	0	0	360s	100	1	8007
m	393	176	0	0	0	0	360s	100	1	8007
m	643	163	0	0	0	0	360s	100	1	8007
m	581	170	0	0	0	0	360s	100	1	8007
m	684	272	0	0	0	0	360s	100	1	8007
m	710	633	0	0	0	0	360s	100	1	8007
m	702	827	0	0	0	0	360s	100	1	8007
m	534	848	0	0	0	0	360s	100	1	8007
m	249	828	0	0	0	0	360s	100	1	8007
m	444	807	0	0	0	0	360s	100	1	8007
m	878	587	0	0	0	0	360s	100	1	8007
m	612	627	0	0	0	0	360s	100	1	8007
m	160	325	0	0	0	0	360s	100	1	8007
m	628	215	0	0	0	0	360s	100	1	8007
m	849	215	0	0	0	0	360s	100	1	8007
m	832	292	0	0	0	0	360s	100	1	8007
m	825	407	0	0	0	0	360s	100	1	8007
m	896	645	0	0	0	0	360s	100	1	8007
m	806	611	0	0	0	0	360s	100	1	8007
m	870	801	0	0	0	0	360s	100	1	8007
