r	198	139	10	10	0	0	60s	100	1	3023
r	208	150	10	10	0	0	60s	100	1	3023
r	262	157	10	10	0	0	60s	100	1	3023
r	224	160	10	10	0	0	60s	100	1	3023
r	222	164	10	10	0	0	60s	100	1	3023
r	240	172	10	10	0	0	60s	100	1	3023
r	219	176	10	10	0	0	60s	100	1	3023
r	221	189	10	10	0	0	60s	100	1	3023
r	175	200	10	10	0	0	60s	100	1	3023
r	203	220	10	10	0	0	60s	100	1	3023
r	203	250	10	10	0	0	60s	100	1	3023
r	214	264	10	10	0	0	60s	100	1	3023
r	273	334	10	10	0	0	60s	100	1	3023
r	237	335	10	10	0	0	60s	100	1	3023
r	266	385	10	10	0	0	60s	100	1	3023
r	273	399	10	10	0	0	60s	100	1	3023
r	273	417	10	10	0	0	60s	100	1	3023
r	332	451	10	10	0	0	60s	100	1	3023
r	298	465	10	10	0	0	60s	100	1	3023
r	261	480	10	10	0	0	60s	100	1	3023
r	285	483	10	10	0	0	60s	100	1	3023
r	259	486	10	10	0	0	60s	100	1	3023
r	321	491	10	10	0	0	60s	100	1	3023
r	330	494	10	10	0	0	60s	100	1	3023
r	204	496	10	10	0	0	60s	100	1	3023
r	296	499	10	10	0	0	60s	100	1	3023
r	234	505	10	10	0	0	60s	100	1	3023
r	233	506	10	10	0	0	60s	100	1	3023
r	326	514	10	10	0	0	60s	100	1	3023
r	173	515	10	10	0	0	60s	100	1	3023
r	307	515	10	10	0	0	60s	100	1	3023
r	304	516	10	10	0	0	60s	100	1	3023
r	113	520	10	10	0	0	60s	100	1	3023
r	115	522	10	10	0	0	60s	100	1	3023
r	249	526	10	10	0	0	60s	100	1	3023
r	306	529	10	10	0	0	60s	100	1	3023
r	185	530	10	10	0	0	60s	100	1	3023
r	262	530	10	10	0	0	60s	100	1	3023
r	219	531	10	10	0	0	60s	100	1	3023
r	214	532	10	10	0	0	60s	100	1	3023
r	273	534	10	10	0	0	60s	100	1	3023
r	176	540	10	10	0	0	60s	100	1	3023
r	236	543	10	10	0	0	60s	100	1	3023
r	199	544	10	10	0	0	60s	100	1	3023
r	114	548	10	10	0	0	60s	100	1	3023
r	112	549	10	10	0	0	60s	100	1	3023
r	251	551	10	10	0	0	60s	100	1	3023
r	176	553	10	10	0	0	60s	100	1	3023
r	167	554	10	10	0	0	60s	100	1	3023
r	111	558	10	10	0	0	60s	100	1	3023
r	160	568	10	10	0	0	60s	100	1	3023
r	177	246	10	10	0	0	60s	100	1	3024
r	192	247	10	10	0	0	60s	100	1	3024
r	166	258	10	10	0	0	60s	100	1	3024
r	144	264	10	10	0	0	60s	100	1	3024
r	165	281	10	10	0	0	60s	100	1	3024
r	137	317	10	10	0	0	60s	100	1	3024
r	170	317	10	10	0	0	60s	100	1	3024
r	151	320	10	10	0	0	60s	100	1	3024
r	214	339	10	10	0	0	60s	100	1	3024
r	195	341	10	10	0	0	60s	100	1	3024
r	122	345	10	10	0	0	60s	100	1	3024
r	154	348	10	10	0	0	60s	100	1	3024
r	238	350	10	10	0	0	60s	100	1	3024
r	184	354	10	10	0	0	60s	100	1	3024
r	212	356	10	10	0	0	60s	100	1	3024
r	249	364	10	10	0	0	60s	100	1	3024
r	132	365	10	10	0	0	60s	100	1	3024
r	144	371	10	10	0	0	60s	100	1	3024
r	152	373	10	10	0	0	60s	100	1	3024
r	184	373	10	10	0	0	60s	100	1	3024
r	136	382	10	10	0	0	60s	100	1	3024
r	157	382	10	10	0	0	60s	100	1	3024
r	152	385	10	10	0	0	60s	100	1	3024
r	201	387	10	10	0	0	60s	100	1	3024
r	199	390	10	10	0	0	60s	100	1	3024
r	208	390	10	10	0	0	60s	100	1	3024
r	215	397	10	10	0	0	60s	100	1	3024
r	167	398	10	10	0	0	60s	100	1	3024
r	139	399	10	10	0	0	60s	100	1	3024
r	198	403	10	10	0	0	60s	100	1	3024
r	216	403	10	10	0	0	60s	100	1	3024
r	153	419	10	10	0	0	60s	100	1	3024
r	151	427	10	10	0	0	60s	100	1	3024
r	185	432	10	10	0	0	60s	100	1	3024
r	192	432	10	10	0	0	60s	100	1	3024
r	245	432	10	10	0	0	60s	100	1	3024
r	250	434	10	10	0	0	60s	100	1	3024
r	163	452	10	10	0	0	60s	100	1	3024
r	195	460	10	10	0	0	60s	100	1	3024
r	239	460	10	10	0	0	60s	100	1	3024
r	147	461	10	10	0	0	60s	100	1	3024
r	127	470	10	10	0	0	60s	100	1	3024
r	229	472	10	10	0	0	60s	100	1	3024
