//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//-----------------------------------------------------------------------------------
g	401	640	52	198	0	0	1m	100	65	1
g	401	640	52	198	0	0	1m	100	15	2
g	644	413	152	50	0	0	1m	100	48	1
g	644	413	152	50	0	0	1m	100	12	2
g	827	600	30	162	0	0	1m	100	24	1
g	827	600	30	162	0	0	1m	100	13	2
g	899	558	40	108	0	0	1m	100	7	3
g	899	558	40	108	0	0	1m	100	8	4
g	899	558	40	108	0	0	1m	100	8	5
g	899	558	40	108	0	0	1m	100	3	6
g	899	558	40	108	0	0	1m	100	3	7
g	899	558	40	108	0	0	1m	100	3	8
g	899	558	40	108	0	0	1m	100	1	9
g	652	335	144	24	0	0	1m	100	7	3
g	652	335	144	24	0	0	1m	100	7	4
g	652	335	144	24	0	0	1m	100	7	5
g	652	335	144	24	0	0	1m	100	2	6
g	652	335	144	24	0	0	1m	100	2	7
g	652	335	144	24	0	0	1m	100	2	8
g	652	335	144	24	0	0	1m	100	1	9
g	313	647	28	208	0	0	1m	100	12	3
g	313	647	28	208	0	0	1m	100	12	4
g	313	647	28	208	0	0	1m	100	12	5
g	313	647	28	208	0	0	1m	100	3	6
g	313	647	28	208	0	0	1m	100	3	7
g	313	647	28	208	0	0	1m	100	3	8
g	313	647	28	208	0	0	1m	100	1	9
g	246	674	28	240	0	0	1m	100	25	10
g	246	674	28	240	0	0	1m	100	26	11
g	246	674	28	240	0	0	1m	100	1	12
g	694	224	162	82	0	0	1m	100	50	10
g	694	224	162	82	0	0	1m	100	50	11
g	694	224	162	82	0	0	1m	100	2	12
g	862	818	62	50	0	0	1m	100	12	10
g	862	818	62	50	0	0	1m	100	12	11
g	862	818	62	50	0	0	1m	100	1	12
g	580	945	240	62	0	0	1m	100	28	13
g	580	945	240	62	0	0	1m	100	28	14
g	580	945	240	62	0	0	1m	100	28	15
g	580	945	240	62	0	0	1m	100	28	16
g	580	945	240	62	0	0	1m	100	1	17
g	352	226	66	100	0	0	1m	100	13	13
g	352	226	66	100	0	0	1m	100	13	14
g	352	226	66	100	0	0	1m	100	13	15
g	352	226	66	100	0	0	1m	100	13	16
g	352	226	66	100	0	0	1m	100	1	17
g	489	1073	214	64	0	0	1m	100	105	18
g	489	1073	214	64	0	0	1m	100	2	19
g	893	1025	40	128	0	0	1m	100	39	18
g	893	1025	40	128	0	0	1m	100	1	19
m	676	662	0	0	0	8	1m	100	1	9001
m	676	617	0	0	0	7	1m	100	1	9002
m	590	689	0	0	0	2	1m	100	1	9003
m	609	596	0	0	0	4	1m	100	1	9005
m	588	633	0	0	0	5	1m	100	1	9006
m	872	1121	0	0	0	0	1m	100	1	10001
