//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//-----------------------------------------------------------------------------------
g	371	446	102	20	0	0	1m	100	12	1
g	371	446	102	20	0	0	1m	100	3	2
g	164	579	44	40	0	0	1m	100	10	1
g	164	579	44	40	0	0	1m	100	3	2
g	217	701	36	40	0	0	1m	100	9	1
g	217	701	36	40	0	0	1m	100	2	2
g	640	679	98	44	0	0	1m	100	27	1
g	640	679	98	44	0	0	1m	100	5	2
g	397	400	148	22	0	0	1m	100	7	3
g	397	400	148	22	0	0	1m	100	7	4
g	397	400	148	22	0	0	1m	100	7	5
g	397	400	148	22	0	0	1m	100	1	6
g	397	400	148	22	0	0	1m	100	1	7
g	397	400	148	22	0	0	1m	100	1	8
g	397	400	148	22	0	0	1m	100	1	9
g	205	789	20	44	0	0	1m	100	2	3
g	205	789	20	44	0	0	1m	100	2	4
g	205	789	20	44	0	0	1m	100	2	5
g	205	789	20	44	0	0	1m	100	1	7
g	205	789	20	44	0	0	1m	100	1	9
g	197	850	54	14	0	0	1m	100	2	3
g	197	850	54	14	0	0	1m	100	2	4
g	197	850	54	14	0	0	1m	100	2	5
g	197	850	54	14	0	0	1m	100	1	6
g	197	850	54	14	0	0	1m	100	1	8
g	658	763	82	34	0	0	1m	100	6	3
g	658	763	82	34	0	0	1m	100	6	4
g	658	763	82	34	0	0	1m	100	6	5
g	658	763	82	34	0	0	1m	100	1	6
g	658	763	82	34	0	0	1m	100	1	7
g	658	763	82	34	0	0	1m	100	1	8
g	658	763	82	34	0	0	1m	100	1	9
g	354	341	130	32	0	0	1m	100	15	10
g	354	341	130	32	0	0	1m	100	15	11
g	354	341	130	32	0	0	1m	100	1	12
g	159	354	58	42	0	0	1m	100	10	10
g	159	354	58	42	0	0	1m	100	10	11
g	159	354	58	42	0	0	1m	100	1	12
g	629	404	78	56	0	0	1m	100	17	10
g	629	404	78	56	0	0	1m	100	17	11
g	629	404	78	56	0	0	1m	100	1	12
g	185	894	46	20	0	0	1m	100	3	10
g	185	894	46	20	0	0	1m	100	3	11
g	185	894	46	20	0	0	1m	100	1	12
g	581	854	168	34	0	0	1m	100	22	10
g	581	854	168	34	0	0	1m	100	22	11
g	581	854	168	34	0	0	1m	100	1	12
g	364	285	80	18	0	0	1m	100	3	13
g	364	285	80	18	0	0	1m	100	3	14
g	364	285	80	18	0	0	1m	100	3	15
g	364	285	80	18	0	0	1m	100	3	16
g	364	285	80	18	0	0	1m	100	1	17
g	369	245	80	18	0	0	1m	100	3	13
g	369	245	80	18	0	0	1m	100	3	14
g	369	245	80	18	0	0	1m	100	3	15
g	369	245	80	18	0	0	1m	100	3	16
g	369	245	80	18	0	0	1m	100	1	17
g	184	262	20	28	0	0	1m	100	1	13
g	184	262	20	28	0	0	1m	100	1	14
g	184	262	20	28	0	0	1m	100	1	15
g	184	262	20	28	0	0	1m	100	1	16
g	650	293	50	48	0	0	1m	100	4	13
g	650	293	50	48	0	0	1m	100	4	14
g	650	293	50	48	0	0	1m	100	4	15
g	650	293	50	48	0	0	1m	100	4	16
g	650	293	50	48	0	0	1m	100	1	17
g	184	963	42	42	0	0	1m	100	3	13
g	184	963	42	42	0	0	1m	100	3	14
g	184	963	42	42	0	0	1m	100	3	15
g	184	963	42	42	0	0	1m	100	3	16
g	184	963	42	42	0	0	1m	100	1	17
g	548	938	176	40	0	0	1m	100	13	13
g	548	938	176	40	0	0	1m	100	13	14
g	548	938	176	40	0	0	1m	100	13	15
g	548	938	176	40	0	0	1m	100	13	16
g	548	938	176	40	0	0	1m	100	1	17
g	463	171	240	52	0	0	1m	100	63	18
g	463	171	240	52	0	0	1m	100	34	19
g	164	1056	54	44	0	0	1m	100	12	18
g	164	1056	54	44	0	0	1m	100	6	19
g	553	1025	176	40	0	0	1m	100	37	18
g	553	1025	176	40	0	0	1m	100	18	19
m	430	608	0	0	0	6	1m	100	1	9001
m	403	585	0	0	0	5	1m	100	1	9002
m	383	693	0	0	0	1	1m	100	1	9003
m	315	560	0	0	0	3	1m	100	1	9005
m	417	671	0	0	0	8	1m	100	1	9006
m	137	126	0	0	0	0	1m	100	1	10005
