m	103	1444	0	0	0	0	1m	100	1	10008
m	76 	60  	0	0	0	0	1m	100	1	10010
m	1458	751	0	0	0	0	1m	100	1	10012
// 다나까 -----------------------------------------------------------------------------------
s	0	0	0	0	0	0	600s	100	15	5004

// 워프용 NPC -----------------------------------------------------------------------------------
m	120	730	0	0	0	0	60s	100	1	9012

// 공성용 NPC -----------------------------------------------------------------------------------
m	268	851	0	0	0	0	60s	100	1	20097
m	268	871	0	0	0	0	60s	100	1	20098
m	268 	891	0	0	0	0	60s	100	1	20099
m	118	928	0	0	0	0	60s	100	1	20394
m	83 	851	0	0	0	3	60s	100	1	20419
m	1467	93	0	0	0	7	60s	100	1	9215
