# type 0 : solo						
# type 1 : party						
##group	index	vnum	type	출현지역	mapid	
1	1	151	0	1	21	41
1	2	153	0	1	21	41
1	3	152	0	1	21	41
1	4	154	0	1	21	41
1	5	391	0	1	21	41
1	6	155	0	1	21	41
1	7	393	0	1	21	41
1	8	191	0	1	21	41
1	9	5161	1	5	0	0
1	10	192	0	1	21	41
1	11	394	0	1	21	41
1	12	193	0	1	21	41
1	13	194	0	1	21	41
2	1	151	0	1	21	41
2	2	153	0	1	21	41
2	3	152	0	1	21	41
2	4	154	0	1	21	41
2	5	391	0	1	21	41
2	6	155	0	1	21	41
2	7	393	0	1	21	41
2	8	191	0	1	21	41
2	9	5161	1	5	0	0
2	10	192	0	1	21	41
2	11	394	0	1	21	41
2	12	193	0	1	21	41
2	13	194	0	1	21	41
3	1	151	0	1	21	41
3	2	153	0	1	21	41
3	3	152	0	1	21	41
3	4	154	0	1	21	41
3	5	391	0	1	21	41
3	6	155	0	1	21	41
3	7	393	0	1	21	41
3	8	191	0	1	21	41
3	9	5161	1	5	0	0
3	10	192	0	1	21	41
3	11	394	0	1	21	41
3	12	193	0	1	21	41
3	13	194	0	1	21	41
4	1	431	0	3	23	43
4	2	491	0	3	23	43
4	3	432	0	3	23	43
4	4	433	0	3	23	43
4	5	434	0	3	23	43
4	6	492	0	3	23	43
4	7	435	0	3	23	43
4	8	493	0	3	23	43
4	9	436	0	3	23	43
4	10	591	0	3	23	43
4	11	494	0	3	23	43
4	12	533	0	64	0	0
4	13	534	0	64	0	0
4	14	5162	1	108	0	0
4	15	691	0	64	0	0
5	1	431	0	3	23	43
5	2	491	0	3	23	43
5	3	432	0	3	23	43
5	4	433	0	3	23	43
5	5	434	0	3	23	43
5	6	492	0	3	23	43
5	7	435	0	3	23	43
5	8	493	0	3	23	43
5	9	436	0	3	23	43
5	10	591	0	3	23	43
5	11	494	0	3	23	43
5	12	533	0	64	0	0
5	13	534	0	64	0	0
5	14	5162	1	108	0	0
5	15	691	0	64	0	0
6	1	431	0	3	23	43
6	2	491	0	3	23	43
6	3	432	0	3	23	43
6	4	433	0	3	23	43
6	5	434	0	3	23	43
6	6	492	0	3	23	43
6	7	435	0	3	23	43
6	8	493	0	3	23	43
6	9	436	0	3	23	43
6	10	591	0	3	23	43
6	11	494	0	3	23	43
6	12	533	0	64	0	0
6	13	534	0	64	0	0
6	14	5162	1	108	0	0
6	15	691	0	64	0	0
7	1	791	0	65	0	0
7	2	5163	1	109	0	0
7	3	2191	0	63	0	0
7	4	1901	0	61	0	0
7	5	2206	0	62	0	0
7	6	1304	0	65	0	0
7	7	1091	1	66	0	0
7	8	1093	1	66	0	0
7	9	2092	1	71	0	0
7	10	2402	1	73	0	0
7	11	2306	0	68	0	0
8	1	791	0	65	0	0
8	2	5163	1	109	0	0
8	3	2191	0	63	0	0
8	4	1901	0	61	0	0
8	5	2206	0	62	0	0
8	6	1304	0	65	0	0
8	7	1091	1	66	0	0
8	8	1093	1	66	0	0
8	9	2092	1	71	0	0
8	10	2402	1	73	0	0
8	11	2306	0	68	0	0
9	1	791	0	65	0	0
9	2	5163	1	109	0	0
9	3	2191	0	63	0	0
9	4	1901	0	61	0	0
9	5	2206	0	62	0	0
9	6	1304	0	65	0	0
9	7	1091	1	66	0	0
9	8	1093	1	66	0	0
9	9	2092	1	71	0	0
9	10	2402	1	73	0	0
9	11	2306	0	68	0	0
10	1	1192	1	72	0	0
10	2	2597	1	216	0	0
10	3	2492	1	73	0	0
10	4	3910	0	302	0	0
10	5	3891	0	302	0	0
10	6	3491	0	303	0	0
10	7	3591	0	303	0	0
10	8	3291	0	301	0	0
10	9	3091	0	301	0	0
10	10	6405	1	354	0	0
10	11	3191	0	304	0	0
10	12	6392	0	354	0	0
10	13	3791	0	304	0	0
10	14	3596	0	304	0	0
11	1	1192	1	72	0	0
11	2	2597	1	216	0	0
11	3	2492	1	73	0	0
11	4	3910	0	302	0	0
11	5	3891	0	302	0	0
11	6	3491	0	303	0	0
11	7	3591	0	303	0	0
11	8	3291	0	301	0	0
11	9	3091	0	301	0	0
11	10	6405	1	354	0	0
11	11	3191	0	304	0	0
11	12	6392	0	354	0	0
11	13	3791	0	304	0	0
11	14	3596	0	304	0	0
12	1	1192	1	72	0	0
12	2	2597	1	216	0	0
12	3	2492	1	73	0	0
12	4	3910	0	302	0	0
12	5	3891	0	302	0	0
12	6	3491	0	303	0	0
12	7	3591	0	303	0	0
12	8	3291	0	301	0	0
12	9	3091	0	301	0	0
12	10	6405	1	354	0	0
12	11	3191	0	304	0	0
12	12	6392	0	354	0	0
12	13	3791	0	304	0	0
12	14	3596	0	304	0	0
13	1	1192	1	72	0	0
13	2	2493	1	72	0	0
13	3	6405	1	354	0	0
13	4	6109	1	352	0	0
13	5	6191	1	352	0	0
13	6	6116	1	356	0	0
13	7	6009	1	351	0	0
13	8	6091	1	351	0	0
13	9	6407	0	353	0	0
13	10	6408	1	353	0	0
13	11	6192	1	353	0	0
13	12	2752	1	355	0	0
13	13	2762	1	355	0	0
13	14	2772	1	355	0	0
13	15	2782	1	355	0	0
14	1	1192	1	72	0	0
14	2	2493	1	72	0	0
14	3	6405	1	354	0	0
14	4	6109	1	352	0	0
14	5	6191	1	352	0	0
14	6	6116	1	356	0	0
14	7	6009	1	351	0	0
14	8	6091	1	351	0	0
14	9	6407	0	353	0	0
14	10	6408	1	353	0	0
14	11	6192	1	353	0	0
14	12	2792	1	355	0	0
14	13	2802	1	355	0	0
14	14	2812	1	355	0	0
14	15	2822	1	355	0	0
15	1	1192	1	72	0	0
15	2	2493	1	72	0	0
15	3	6405	1	354	0	0
15	4	6109	1	352	0	0
15	5	6191	1	352	0	0 
15	6	6116	1	356	0	0
15	7	6009	1	351	0	0
15	8	6091	1	351	0	0
15	9	6407	0	353	0	0
15	10	6408	1	353	0	0
15	11	6192	1	353	0	0
15	12	2832	1	355	0	0
15	13	2842	1	355	0	0
15	14	2852	1	355	0	0
15	15	2862	1	355	0	0
