//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	412	392	0	0	0	0	360s	100	2	8006
m	486	309	0	0	0	0	360s	100	2	8006
m	491	400	0	0	0	0	360s	100	1	8006
m	618	675	0	0	0	0	360s	100	1	8006
m	878	373	0	0	0	0	360s	100	1	8006
m	365	527	0	0	0	0	360s	100	1	8007
m	184	587	0	0	0	0	360s	100	2	8007
m	168	304	0	0	0	0	360s	100	1	8007
m	337	186	0	0	0	0	360s	100	1	8007
m	637	71	0	0	0	0	360s	100	1	8007
m	410	72	0	0	0	0	360s	100	1	8007
m	893	349	0	0	0	0	300s	100	2	8007
m	776	753	0	0	0	0	300s	100	2	8006
m	712	845	0	0	0	0	360s	100	1	8006
m	448	899	0	0	0	0	360s	100	1	8006
m	282	843	0	0	0	0	360s	100	1	8006
m	196	694	0	0	0	0	360s	100	1	8006
m	123	577	0	0	0	0	360s	100	1	8006
m	124	630	0	0	0	0	360s	100	1	8006
m	195	238	0	0	0	0	360s	100	1	8006
m	217	188	0	0	0	0	360s	100	2	8006
m	385	71	0	0	0	0	360s	100	1	8006
m	392	116	0	0	0	0	360s	100	1	8006
m	596	101	0	0	0	0	360s	100	1	8006
m	643	53	0	0	0	0	360s	100	1	8006
m	668	156	0	0	0	0	360s	100	1	8006
m	856	454	0	0	0	0	360s	100	1	8006
m	767	642	0	0	0	0	360s	100	2	8006
m	787	804	0	0	0	0	360s	100	2	8006
m	711	896	0	0	0	0	360s	100	2	8006
m	317	898	0	0	0	0	360s	100	2	8006
m	260	815	0	0	0	0	360s	100	1	8006
m	128	715	0	0	0	0	360s	100	1	8006
m	808	726	0	0	0	0	360s	100	1	8007
m	875	698	0	0	0	0	360s	100	1	8007
m	891	596	0	0	0	0	360s	100	1	8007
m	888	394	0	0	0	0	360s	100	1	8007
m	613	142	0	0	0	0	360s	100	1	8007
m	374	89	0	0	0	0	360s	100	1	8007
m	136	113	0	0	0	0	360s	100	1	8007
m	181	273	0	0	0	0	360s	100	1	8007
m	193	207	0	0	0	0	360s	100	2	8007
m	96	501	0	0	0	0	360s	100	1	8007
m	320	842	0	0	0	0	360s	100	1	8007
m	753	756	0	0	0	0	360s	100	1	8007
m	807	855	0	0	0	0	360s	100	1	8007
m	879	630	0	0	0	0	360s	100	2	8007
m	920	476	0	0	0	0	360s	100	2	8007
m	948	595	0	0	0	0	360s	100	2	8007
m	916	773	0	0	0	0	360s	100	1	8007
m	867	944	0	0	0	0	360s	100	1	8007
m	642	652	0	0	0	0	360s	100	1	8007
m	664	564	0	0	0	0	360s	100	1	8007
m	619	514	0	0	0	0	360s	100	1	8007
m	662	461	0	0	0	0	360s	100	1	8007
m	561	465	0	0	0	0	360s	100	2	8007
m	468	441	0	0	0	0	360s	100	2	8007
m	452	386	0	0	0	0	360s	100	2	8007
m	614	371	0	0	0	0	360s	100	2	8007
m	677	366	0	0	0	0	360s	100	1	8007
m	658	246	0	0	0	0	360s	100	1	8007
m	630	104	0	0	0	0	360s	100	1	8007
m	419	43	0	0	0	0	360s	100	1	8007
m	289	169	0	0	0	0	360s	100	1	8007
m	248	153	0	0	0	0	300s	100	2	8007
