m	692	1192	0	0	0	0	1s	100	1	8001
m	736	1450	0	0	0	0	1s	100	1	8001
m	534	1399	0	0	0	0	1s	100	1	8001
g	566	1057	5	5	0	0	10s	100	1	6065
g	587	1048	5	5	0	0	10s	100	1	6065
g	574	1048	5	5	0	0	10s	100	1	6065
g	581	1066	5	5	0	0	10s	100	1	6065
g	588	1061	5	5	0	0	10s	100	1	6065
g	571	1077	5	5	0	0	10s	100	1	6065
g	577	1090	5	5	0	0	10s	100	1	6065
g	571	1103	5	5	0	0	10s	100	1	6065
g	581	1118	5	5	0	0	10s	100	1	6065
g	569	1128	5	5	0	0	10s	100	1	6065
g	577	1132	5	5	0	0	10s	100	1	6065
g	577	1143	5	5	0	0	10s	100	1	6065
g	568	1151	5	5	0	0	10s	100	1	6065
g	582	1165	5	5	0	0	10s	100	1	6065
g	572	1160	5	5	0	0	10s	100	1	6065
g	582	1150	5	5	0	0	10s	100	1	6065
g	573	1182	5	5	0	0	10s	100	1	6065
g	578	1178	5	5	0	0	10s	100	1	6065
g	577	1197	5	5	0	0	10s	100	1	6065
g	571	1211	5	5	0	0	10s	100	1	6065
g	582	1213	5	5	0	0	10s	100	1	6065
g	598	1220	5	5	0	0	10s	100	1	6065
g	618	1222	5	5	0	0	10s	100	1	6065
g	634	1223	5	5	0	0	10s	100	1	6065
g	652	1221	5	5	0	0	10s	100	1	6065
g	675	1222	5	5	0	0	10s	100	1	6065
g	700	1222	5	5	0	0	10s	100	1	6065
g	718	1223	5	5	0	0	10s	100	1	6065
g	727	1207	5	5	0	0	10s	100	1	6065
g	728	1187	5	5	0	0	10s	100	1	6065
g	728	1173	5	5	0	0	10s	100	1	6065
g	728	1155	5	5	0	0	10s	100	1	6065
g	728	1135	5	5	0	0	10s	100	1	6065
g	727	1115	5	5	0	0	10s	100	1	6065
g	728	1098	5	5	0	0	10s	100	1	6065
g	727	1076	5	5	0	0	10s	100	1	6065
g	718	1060	5	5	0	0	10s	100	1	6065
g	694	1056	5	5	0	0	10s	100	1	6065
g	704	1058	5	5	0	0	10s	100	1	6065
g	680	1056	5	5	0	0	10s	100	1	6065
g	662	1056	5	5	0	0	10s	100	1	6065
g	647	1053	5	5	0	0	10s	100	1	6065
g	631	1054	5	5	0	0	10s	100	1	6065
g	625	1065	5	5	0	0	10s	100	1	6065
g	630	1072	5	5	0	0	10s	100	1	6065
g	630	1082	5	5	0	0	10s	100	1	6065
g	628	1090	5	5	0	0	10s	100	1	6065
g	637	1093	5	5	0	0	10s	100	1	6065
g	649	1095	5	5	0	0	10s	100	1	6065
g	661	1095	5	5	0	0	10s	100	1	6065
g	680	1096	5	5	0	0	10s	100	1	6065
g	693	1097	5	5	0	0	10s	100	1	6065
g	668	1094	5	5	0	0	10s	100	1	6065
g	692	1109	5	5	0	0	10s	100	1	6065
g	689	1119	5	5	0	0	10s	100	1	6065
g	692	1119	5	5	0	0	10s	100	1	6065
g	693	1130	5	5	0	0	10s	100	1	6065
g	687	1138	5	5	0	0	10s	100	1	6065
g	696	1143	5	5	0	0	10s	100	1	6065
g	690	1151	5	5	0	0	10s	100	1	6065
g	694	1159	5	5	0	0	10s	100	1	6065
g	690	1165	5	5	0	0	10s	100	1	6065
g	696	1174	5	5	0	0	10s	100	1	6065
g	689	1184	5	5	0	0	10s	100	1	6065
g	695	1191	5	5	0	0	10s	100	1	6065
g	650	1190	5	5	0	0	10s	100	1	6065
g	659	1184	5	5	0	0	10s	100	1	6065
g	655	1171	5	5	0	0	10s	100	1	6065
g	657	1162	5	5	0	0	10s	100	1	6065
g	652	1150	5	5	0	0	10s	100	1	6065
g	658	1146	5	5	0	0	10s	100	1	6065
g	655	1134	5	5	0	0	10s	100	1	6065
g	649	1135	5	5	0	0	10s	100	1	6065
g	657	1120	5	5	0	0	10s	100	1	6065
g	649	1118	5	5	0	0	10s	100	1	6065
g	658	1104	5	5	0	0	10s	100	1	6065
g	649	1104	5	5	0	0	10s	100	1	6065
g	619	1094	5	5	0	0	10s	100	1	6065
g	612	1103	5	5	0	0	10s	100	1	6065
g	608	1114	5	5	0	0	10s	100	1	6065
g	608	1127	5	5	0	0	10s	100	1	6065
g	610	1140	5	5	0	0	10s	100	1	6065
g	609	1153	5	5	0	0	10s	100	1	6065
g	612	1170	5	5	0	0	10s	100	1	6065
g	611	1184	5	5	0	0	10s	100	1	6065
g	609	1189	5	5	0	0	10s	100	1	6065
