//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	284	181	5	5	0	0	180s	100	1	4933
m	286	193	5	5	0	0	180s	100	1	4933
m	279	198	5	5	0	0	180s	100	1	4933
m	276	208	5	5	0	0	180s	100	1	4933
m	274	216	5	5	0	0	180s	100	1	4933
m	277	231	5	5	0	0	180s	100	1	4933
m	273	246	5	5	0	0	180s	100	1	4933
m	263	261	5	5	0	0	180s	100	1	4933
m	254	291	5	5	0	0	180s	100	1	4933
m	251	271	5	5	0	0	180s	100	1	4933
m	241	277	5	5	0	0	180s	100	1	4933
m	238	298	5	5	0	0	180s	100	1	4933
m	255	316	5	5	0	0	180s	100	1	4933
m	272	314	5	5	0	0	180s	100	1	4933
m	289	319	5	5	0	0	180s	100	1	4933
m	295	300	5	5	0	0	180s	100	1	4933
m	294	284	5	5	0	0	180s	100	1	4933
m	287	264	5	5	0	0	180s	100	1	4933
m	271	283	5	5	0	0	180s	100	1	4933
m	276	268	5	5	0	0	180s	100	1	4934
m	282	293	5	5	0	0	180s	100	1	4934
m	270	297	5	5	0	0	180s	100	1	4934
m	268	323	5	5	0	0	180s	100	1	4934
m	265	232	5	5	0	0	180s	100	1	4934
m	285	212	5	5	0	0	180s	100	1	4934
m	290	199	5	5	0	0	180s	100	1	4934
m	268	203	5	5	0	0	180s	100	1	4934
m	294	274	5	5	0	0	180s	100	1	4934
m	304	294	5	5	0	0	180s	100	1	4934
m	246	283	5	5	0	0	180s	100	1	4934
m	284	181	5	5	0	0	180s	100	1	4933
m	286	193	5	5	0	0	180s	100	1	4933
m	279	198	5	5	0	0	180s	100	1	4933
m	276	208	5	5	0	0	180s	100	1	4933
m	274	216	5	5	0	0	180s	100	1	4933
m	277	231	5	5	0	0	180s	100	1	4933
m	273	246	5	5	0	0	180s	100	1	4933
m	263	261	5	5	0	0	180s	100	1	4933
m	254	291	5	5	0	0	180s	100	1	4933
m	251	271	5	5	0	0	180s	100	1	4933
m	241	277	5	5	0	0	180s	100	1	4933
m	238	298	5	5	0	0	180s	100	1	4933
