//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	244	653	5	5	0	0	180s	100	1	4936
m	265	656	5	5	0	0	180s	100	1	4936
m	267	634	5	5	0	0	180s	100	1	4936
m	244	627	5	5	0	0	180s	100	1	4936
m	231	635	5	5	0	0	180s	100	1	4936
m	246	679	5	5	0	0	180s	100	1	4936
m	251	694	5	5	0	0	180s	100	1	4936
m	254	641	5	5	0	0	180s	100	1	4936
m	245	637	5	5	0	0	180s	100	1	4936
m	258	606	5	5	0	0	180s	100	1	4936
m	236	609	5	5	0	0	180s	100	1	4936
m	231	618	5	5	0	0	180s	100	1	4936
