//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	704	223	5	5	0	0	180s	100	1	4937
m	673	216	5	5	0	0	180s	100	1	4937
m	676	193	5	5	0	0	180s	100	1	4937
m	693	178	5	5	0	0	180s	100	1	4937
m	717	169	5	5	0	0	180s	100	1	4937
m	737	186	5	5	0	0	180s	100	1	4937
m	749	217	5	5	0	0	180s	100	1	4937
m	743	241	5	5	0	0	180s	100	1	4937
m	693	235	5	5	0	0	180s	100	1	4937
m	735	236	5	5	0	0	180s	100	1	4937
m	712	249	5	5	0	0	180s	100	1	4937
m	688	217	5	5	0	0	180s	100	1	4937
m	716	230	5	5	0	0	180s	100	1	4938
m	693	243	5	5	0	0	180s	100	1	4938
m	679	233	5	5	0	0	180s	100	1	4938
m	669	205	5	5	0	0	180s	100	1	4938
m	677	174	5	5	0	0	180s	100	1	4938
m	703	160	5	5	0	0	180s	100	1	4938
m	746	176	5	5	0	0	180s	100	1	4938
m	752	203	5	5	0	0	180s	100	1	4938
m	739	203	5	5	0	0	180s	100	1	4938
m	747	229	5	5	0	0	180s	100	1	4938
m	735	249	5	5	0	0	180s	100	1	4938
m	705	235	5	5	0	0	180s	100	1	4938
m	697	216	5	5	0	0	180s	100	1	4938
m	727	194	5	5	0	0	180s	100	1	4938
m	715	195	5	5	0	0	180s	100	1	4938
m	727	163	5	5	0	0	180s	100	1	4937
m	751	191	5	5	0	0	180s	100	1	4937
m	754	250	5	5	0	0	180s	100	1	4937
m	687	253	5	5	0	0	180s	100	1	4937
m	667	225	5	5	0	0	180s	100	1	4937
m	681	201	5	5	0	0	180s	100	1	4937
m	697	249	5	5	0	0	180s	100	1	4937
m	725	180	5	5	0	0	180s	100	1	4937
m	696	167	5	5	0	0	180s	100	1	4937
m	704	223	5	5	0	0	180s	100	1	4937
m	673	216	5	5	0	0	180s	100	1	4937
m	676	193	5	5	0	0	180s	100	1	4937
m	693	178	5	5	0	0	180s	100	1	4937
m	717	169	5	5	0	0	180s	100	1	4937
m	737	186	5	5	0	0	180s	100	1	4937
m	749	217	5	5	0	0	180s	100	1	4937
m	743	241	5	5	0	0	180s	100	1	4937
m	693	235	5	5	0	0	180s	100	1	4937
m	735	236	5	5	0	0	180s	100	1	4937
m	712	249	5	5	0	0	180s	100	1	4937
m	688	217	5	5	0	0	180s	100	1	4937
m	716	230	5	5	0	0	180s	100	1	4938
m	693	243	5	5	0	0	180s	100	1	4938
m	679	233	5	5	0	0	180s	100	1	4938
m	669	205	5	5	0	0	180s	100	1	4938
m	677	174	5	5	0	0	180s	100	1	4938
m	703	160	5	5	0	0	180s	100	1	4938
m	746	176	5	5	0	0	180s	100	1	4938
m	752	203	5	5	0	0	180s	100	1	4938
m	739	203	5	5	0	0	180s	100	1	4938
m	747	229	5	5	0	0	180s	100	1	4938
m	735	249	5	5	0	0	180s	100	1	4938
m	705	235	5	5	0	0	180s	100	1	4938
m	697	216	5	5	0	0	180s	100	1	4938
m	727	194	5	5	0	0	180s	100	1	4938
m	715	195	5	5	0	0	180s	100	1	4938
m	727	163	5	5	0	0	180s	100	1	4937
m	751	191	5	5	0	0	180s	100	1	4937
m	754	250	5	5	0	0	180s	100	1	4937
m	687	253	5	5	0	0	180s	100	1	4937
m	667	225	5	5	0	0	180s	100	1	4937
m	681	201	5	5	0	0	180s	100	1	4937
m	697	249	5	5	0	0	180s	100	1	4937
m	725	180	5	5	0	0	180s	100	1	4937
m	696	167	5	5	0	0	180s	100	1	4937
m	704	223	5	5	0	0	180s	100	1	4937
m	673	216	5	5	0	0	180s	100	1	4937
m	676	193	5	5	0	0	180s	100	1	4937
m	693	178	5	5	0	0	180s	100	1	4937
m	717	169	5	5	0	0	180s	100	1	4937
m	737	186	5	5	0	0	180s	100	1	4937
m	749	217	5	5	0	0	180s	100	1	4937
m	743	241	5	5	0	0	180s	100	1	4937
m	693	235	5	5	0	0	180s	100	1	4937
m	735	236	5	5	0	0	180s	100	1	4937
m	712	249	5	5	0	0	180s	100	1	4937
m	688	217	5	5	0	0	180s	100	1	4937
m	716	230	5	5	0	0	180s	100	1	4938
m	693	243	5	5	0	0	180s	100	1	4938
m	679	233	5	5	0	0	180s	100	1	4938
m	669	205	5	5	0	0	180s	100	1	4938
m	677	174	5	5	0	0	180s	100	1	4938
m	703	160	5	5	0	0	180s	100	1	4938
m	746	176	5	5	0	0	180s	100	1	4938
m	752	203	5	5	0	0	180s	100	1	4938
m	739	203	5	5	0	0	180s	100	1	4938
m	747	229	5	5	0	0	180s	100	1	4938
m	735	249	5	5	0	0	180s	100	1	4938
m	705	235	5	5	0	0	180s	100	1	4938
m	697	216	5	5	0	0	180s	100	1	4938
m	727	194	5	5	0	0	180s	100	1	4938
m	715	195	5	5	0	0	180s	100	1	4938
m	727	163	5	5	0	0	180s	100	1	4937
m	751	191	5	5	0	0	180s	100	1	4937
m	754	250	5	5	0	0	180s	100	1	4937
m	687	253	5	5	0	0	180s	100	1	4937
m	667	225	5	5	0	0	180s	100	1	4937
m	681	201	5	5	0	0	180s	100	1	4937
m	697	249	5	5	0	0	180s	100	1	4937
m	725	180	5	5	0	0	180s	100	1	4937
m	696	167	5	5	0	0	180s	100	1	4937
