//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	409	517	5	5	0	0	180s	100	1	4935
m	437	550	5	5	0	0	180s	100	1	4935
m	412	571	5	5	0	0	180s	100	1	4935
m	416	610	5	5	0	0	180s	100	1	4935
m	396	559	5	5	0	0	180s	100	1	4935
m	417	544	5	5	0	0	180s	100	1	4935
m	399	539	5	5	0	0	180s	100	1	4935
m	423	567	5	5	0	0	180s	100	1	4935
m	412	594	5	5	0	0	180s	100	1	4935
m	393	512	5	5	0	0	180s	100	1	4936
m	436	511	5	5	0	0	180s	100	1	4936
m	443	537	5	5	0	0	180s	100	1	4936
m	419	557	5	5	0	0	180s	100	1	4936
m	399	627	5	5	0	0	180s	100	1	4936
m	419	578	5	5	0	0	180s	100	1	4936
m	425	536	5	5	0	0	180s	100	1	4936
m	409	517	5	5	0	0	180s	100	1	4935
m	437	550	5	5	0	0	180s	100	1	4935
m	412	571	5	5	0	0	180s	100	1	4935
m	416	610	5	5	0	0	180s	100	1	4935
m	396	559	5	5	0	0	180s	100	1	4935
m	417	544	5	5	0	0	180s	100	1	4935
m	399	539	5	5	0	0	180s	100	1	4935
m	423	567	5	5	0	0	180s	100	1	4935
m	412	594	5	5	0	0	180s	100	1	4935
m	393	512	5	5	0	0	180s	100	1	4936
m	436	511	5	5	0	0	180s	100	1	4936
m	443	537	5	5	0	0	180s	100	1	4936
m	419	557	5	5	0	0	180s	100	1	4936
m	399	627	5	5	0	0	180s	100	1	4936
m	419	578	5	5	0	0	180s	100	1	4936
m	425	536	5	5	0	0	180s	100	1	4936
m	409	517	5	5	0	0	180s	100	1	4935
m	437	550	5	5	0	0	180s	100	1	4935
m	412	571	5	5	0	0	180s	100	1	4935
m	416	610	5	5	0	0	180s	100	1	4935
m	396	559	5	5	0	0	180s	100	1	4935
m	417	544	5	5	0	0	180s	100	1	4935
m	399	539	5	5	0	0	180s	100	1	4935
m	423	567	5	5	0	0	180s	100	1	4935
m	412	594	5	5	0	0	180s	100	1	4935
m	393	512	5	5	0	0	180s	100	1	4936
m	436	511	5	5	0	0	180s	100	1	4936
m	443	537	5	5	0	0	180s	100	1	4936
m	419	557	5	5	0	0	180s	100	1	4936
m	399	627	5	5	0	0	180s	100	1	4936
m	419	578	5	5	0	0	180s	100	1	4936
m	425	536	5	5	0	0	180s	100	1	4936
m	409	517	5	5	0	0	180s	100	1	4935
m	437	550	5	5	0	0	180s	100	1	4935
m	412	571	5	5	0	0	180s	100	1	4935
m	416	610	5	5	0	0	180s	100	1	4935
m	396	559	5	5	0	0	180s	100	1	4935
m	417	544	5	5	0	0	180s	100	1	4935
m	399	539	5	5	0	0	180s	100	1	4935
m	423	567	5	5	0	0	180s	100	1	4935
m	412	594	5	5	0	0	180s	100	1	4935
m	393	512	5	5	0	0	180s	100	1	4936
m	436	511	5	5	0	0	180s	100	1	4936
m	443	537	5	5	0	0	180s	100	1	4936
m	419	557	5	5	0	0	180s	100	1	4936
m	399	627	5	5	0	0	180s	100	1	4936
m	419	578	5	5	0	0	180s	100	1	4936
m	425	536	5	5	0	0	180s	100	1	4936
m	409	517	5	5	0	0	180s	100	1	4935
m	437	550	5	5	0	0	180s	100	1	4935
m	412	571	5	5	0	0	180s	100	1	4935
m	416	610	5	5	0	0	180s	100	1	4935
m	396	559	5	5	0	0	180s	100	1	4935
m	417	544	5	5	0	0	180s	100	1	4935
m	399	539	5	5	0	0	180s	100	1	4935
m	423	567	5	5	0	0	180s	100	1	4935
m	412	594	5	5	0	0	180s	100	1	4935
m	393	512	5	5	0	0	180s	100	1	4936
m	436	511	5	5	0	0	180s	100	1	4936
m	443	537	5	5	0	0	180s	100	1	4936
m	419	557	5	5	0	0	180s	100	1	4936
m	399	627	5	5	0	0	180s	100	1	4936
m	419	578	5	5	0	0	180s	100	1	4936
m	425	536	5	5	0	0	180s	100	1	4936
