//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	789	169	5	5	0	0	30s	100	2	4908
m	807	170	5	5	0	0	30s	100	2	4908
m	826	174	5	5	0	0	30s	100	2	4908
m	845	199	5	5	0	0	30s	100	2	4908
m	850	223	5	5	0	0	30s	100	2	4908
m	857	208	5	5	0	0	30s	100	2	4908
m	854	237	5	5	0	0	30s	100	2	4908
m	854	254	5	5	0	0	30s	100	2	4908
m	856	268	5	5	0	0	30s	100	2	4908
m	859	287	5	5	0	0	30s	100	2	4908
m	857	306	5	5	0	0	30s	100	2	4908
m	857	330	5	5	0	0	30s	100	2	4908
m	857	342	5	5	0	0	30s	100	2	4908
m	855	359	5	5	0	0	30s	100	2	4908
m	855	369	5	5	0	0	30s	100	2	4908
m	853	395	5	5	0	0	30s	100	2	4908
m	850	404	5	5	0	0	30s	100	2	4908
m	850	422	5	5	0	0	30s	100	2	4908
m	850	433	5	5	0	0	30s	100	2	4908
m	850	460	5	5	0	0	30s	100	2	4908
m	849	463	5	5	0	0	30s	100	2	4908
m	848	486	5	5	0	0	30s	100	2	4908
m	836	502	5	5	0	0	30s	100	2	4908
m	832	504	5	5	0	0	30s	100	2	4908
m	816	514	5	5	0	0	30s	100	2	4908
m	802	516	5	5	0	0	30s	100	2	4908
m	798	516	5	5	0	0	30s	100	2	4908
m	786	516	5	5	0	0	30s	100	2	4908
m	779	516	5	5	0	0	30s	100	2	4908
m	775	516	5	5	0	0	30s	100	2	4908
m	770	520	5	5	0	0	30s	100	2	4908
m	761	520	5	5	0	0	30s	100	2	4908
m	746	520	5	5	0	0	30s	100	2	4908
m	730	523	5	5	0	0	30s	100	2	4908
m	709	523	5	5	0	0	30s	100	2	4908
m	699	523	5	5	0	0	30s	100	2	4908
m	687	520	5	5	0	0	30s	100	2	4908
m	676	513	5	5	0	0	30s	100	2	4908
m	669	509	5	5	0	0	30s	100	2	4908
m	669	509	5	5	0	0	30s	100	2	4908
m	681	508	5	5	0	0	30s	100	2	4908
m	699	511	5	5	0	0	30s	100	2	4908
m	707	510	5	5	0	0	30s	100	2	4908
m	679	500	5	5	0	0	30s	100	2	4908
m	675	498	5	5	0	0	30s	100	2	4908
m	665	498	5	5	0	0	30s	100	2	4908
m	664	500	5	5	0	0	30s	100	2	4908
m	664	515	5	5	0	0	30s	100	2	4908
m	668	518	5	5	0	0	30s	100	2	4908
m	694	533	5	5	0	0	30s	100	2	4908
m	686	515	5	5	0	0	30s	100	2	4908
m	674	498	5	5	0	0	30s	100	2	4908
m	667	491	5	5	0	0	30s	100	2	4908
m	660	493	5	5	0	0	30s	100	2	4908
m	659	503	5	5	0	0	30s	100	2	4908
m	680	511	5	5	0	0	30s	100	2	4908
m	696	508	5	5	0	0	30s	100	2	4908
m	716	517	5	5	0	0	30s	100	2	4908
m	720	520	5	5	0	0	30s	100	2	4908
m	687	522	5	5	0	0	30s	100	2	4908
m	679	522	5	5	0	0	30s	100	2	4908
m	675	522	5	5	0	0	30s	100	2	4908
