//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	786	171	5	5	0	0	10s	100	4	4904
m	775	170	5	5	0	0	10s	100	4	4904
m	795	172	5	5	0	0	10s	100	4	4904
m	812	169	5	5	0	0	10s	100	4	4904
m	826	175	5	5	0	0	10s	100	4	4904
m	836	185	5	5	0	0	10s	100	4	4904
m	849	199	5	5	0	0	10s	100	4	4904
m	851	214	5	5	0	0	10s	100	4	4904
m	854	233	5	5	0	0	10s	100	4	4904
m	855	253	5	5	0	0	10s	100	4	4904
m	848	271	5	5	0	0	10s	100	4	4904
m	863	275	5	5	0	0	10s	100	4	4904
m	854	284	5	5	0	0	10s	100	4	4904
m	855	303	5	5	0	0	10s	100	3	4904
m	855	319	5	5	0	0	10s	100	3	4904
m	854	335	5	5	0	0	10s	100	3	4904
m	854	351	5	5	0	0	10s	100	3	4904
m	853	377	5	5	0	0	10s	100	4	4904
m	853	403	5	5	0	0	10s	100	4	4904
m	851	421	5	5	0	0	10s	100	4	4904
m	847	443	5	5	0	0	10s	100	4	4904
m	849	471	5	5	0	0	10s	100	4	4904
m	851	487	5	5	0	0	10s	100	4	4904
m	843	500	5	5	0	0	10s	100	4	4904
m	833	514	5	5	0	0	10s	100	4	4904
m	807	521	5	5	0	0	10s	100	4	4904
m	785	520	5	5	0	0	10s	100	4	4904
m	765	519	5	5	0	0	10s	100	4	4904
m	744	521	5	5	0	0	10s	100	4	4904
m	717	523	5	5	0	0	10s	100	4	4904
m	698	535	5	5	0	0	10s	100	4	4904
m	694	507	5	5	0	0	10s	100	3	4904
m	699	521	5	5	0	0	10s	100	3	4904
m	670	520	5	5	0	0	10s	100	3	4904
m	661	497	5	5	0	0	10s	100	3	4904
m	677	510	5	5	0	0	10s	100	3	4904
m	666	479	5	5	0	0	10s	100	3	4904
m	647	497	5	5	0	0	10s	100	3	4904
m	657	509	5	5	0	0	10s	100	3	4904
m	715	512	5	5	0	0	10s	100	3	4904
m	789	163	5	5	0	0	10s	100	3	4905
m	790	180	5	5	0	0	10s	100	3	4905
m	819	169	5	5	0	0	10s	100	4	4905
m	830	181	5	5	0	0	10s	100	4	4905
m	838	195	5	5	0	0	10s	100	4	4905
m	859	198	5	5	0	0	10s	100	4	4905
m	861	226	5	5	0	0	10s	100	4	4905
m	844	231	5	5	0	0	10s	100	4	4905
m	864	257	5	5	0	0	10s	100	4	4904
m	845	292	5	5	0	0	10s	100	3	4905
m	865	300	5	5	0	0	10s	100	3	4904
m	842	336	5	5	0	0	10s	100	3	4905
m	864	325	5	5	0	0	10s	100	4	4905
m	858	365	5	5	0	0	10s	100	4	4905
m	859	390	5	5	0	0	10s	100	4	4905
m	856	431	5	5	0	0	10s	100	4	4904
m	841	431	5	5	0	0	10s	100	4	4905
m	855	459	5	5	0	0	10s	100	4	4905
m	853	477	5	5	0	0	10s	100	4	4905
m	839	491	5	5	0	0	10s	100	3	4905
m	843	513	5	5	0	0	10s	100	3	4904
m	818	516	5	5	0	0	10s	100	3	4905
m	795	525	5	5	0	0	10s	100	3	4905
m	773	516	5	5	0	0	10s	100	3	4904
m	753	529	5	5	0	0	10s	100	3	4905
m	729	513	5	5	0	0	10s	100	3	4905
m	708	530	5	5	0	0	10s	100	3	4905
m	683	519	5	5	0	0	10s	100	3	4904
m	675	498	5	5	0	0	10s	100	3	4905
m	651	481	5	5	0	0	10s	100	3	4905
m	845	455	5	5	0	0	10s	100	3	4905
