//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	358	891	5	5	0	0	10s	100	1	4908
m	330	922	5	5	0	0	10s	100	1	4908
m	308	912	5	5	0	0	10s	100	1	4908
m	286	899	5	5	0	0	10s	100	1	4908
m	301	868	5	5	0	0	10s	100	1	4908
m	340	866	5	5	0	0	10s	100	1	4908
m	329	840	5	5	0	0	10s	100	1	4908
m	284	851	5	5	0	0	10s	100	1	4908
m	297	922	5	5	0	0	10s	100	1	4908
m	317	858	5	5	0	0	10s	100	1	4908
m	357	868	5	5	0	0	10s	100	1	4908
m	333	887	5	5	0	0	10s	100	1	4908
m	313	823	5	5	0	0	10s	100	1	4909
m	269	887	5	5	0	0	10s	100	1	4909
m	315	933	5	5	0	0	10s	100	1	4909
m	369	908	5	5	0	0	10s	100	1	4909
m	283	839	5	5	0	0	10s	100	1	4909
m	319	899	5	5	0	0	10s	100	1	4909
m	320	869	5	5	0	0	10s	100	1	4909
m	299	894	5	5	0	0	10s	100	1	4909
m	323	819	5	5	0	0	10s	100	1	4909
m	348	845	5	5	0	0	10s	100	1	4909
m	342	929	5	5	0	0	10s	100	1	4909
m	283	874	5	5	0	0	10s	100	1	4909
