//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	727	839	5	5	0	0	30s	100	2	4906
m	708	837	5	5	0	0	30s	100	2	4906
m	704	837	5	5	0	0	30s	100	2	4906
m	691	846	5	5	0	0	30s	100	2	4906
m	682	858	5	5	0	0	30s	100	2	4906
m	681	870	5	5	0	0	30s	100	2	4906
m	683	878	5	5	0	0	30s	100	2	4906
m	691	890	5	5	0	0	30s	100	2	4906
m	703	890	5	5	0	0	30s	100	2	4906
m	721	891	5	5	0	0	30s	100	2	4906
m	735	889	5	5	0	0	30s	100	2	4906
m	750	881	5	5	0	0	30s	100	2	4906
m	757	875	5	5	0	0	30s	100	2	4906
m	759	853	5	5	0	0	30s	100	2	4906
m	757	852	5	5	0	0	30s	100	2	4906
m	749	847	5	5	0	0	30s	100	2	4906
m	737	849	5	5	0	0	30s	100	2	4906
m	715	869	5	5	0	0	30s	100	2	4906
m	705	863	5	5	0	0	30s	100	2	4906
m	703	853	5	5	0	0	30s	100	2	4906
m	721	859	5	5	0	0	30s	100	2	4906
m	737	870	5	5	0	0	30s	100	2	4906
m	758	865	5	5	0	0	30s	100	2	4906
m	777	861	5	5	0	0	30s	100	2	4906
m	783	872	5	5	0	0	30s	100	2	4906
m	760	872	5	5	0	0	30s	100	2	4906
m	765	855	5	5	0	0	30s	100	2	4906
m	766	852	5	5	0	0	30s	100	2	4906
m	771	844	5	5	0	0	30s	100	2	4906
m	728	870	5	5	0	0	30s	100	2	4906
m	724	877	5	5	0	0	30s	100	2	4906
m	705	876	5	5	0	0	30s	100	2	4906
m	695	866	5	5	0	0	30s	100	2	4906
m	720	853	5	5	0	0	30s	100	2	4906
m	734	856	5	5	0	0	30s	100	2	4906
m	715	845	5	5	0	0	30s	100	2	4906
m	746	838	5	5	0	0	30s	100	2	4906
m	746	863	5	5	0	0	30s	100	2	4906
m	712	888	5	5	0	0	30s	100	2	4906
m	693	880	5	5	0	0	30s	100	2	4906
m	759	837	5	5	0	0	30s	100	2	4906
m	677	846	5	5	0	0	30s	100	2	4906
m	703	846	5	5	0	0	30s	100	2	4906
