//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	334	1094	150	200	0	0	360s	100	1	8001
m	292	621	150	200	0	0	360s	100	2	8001
m	329	592	200	150	0	0	360s	100	1	8005
m	532	678	200	150	0	0	360s	100	1	8003
m	409	699	200	150	0	0	360s	100	1	8005
m	401	629	200	150	0	0	360s	100	2	8005
m	676	153	200	150	0	0	360s	100	1	8005
m	886	986	200	150	0	0	360s	100	1	8003
m	837	169	150	150	0	0	360s	100	1	8001
m	462	517	200	150	0	0	360s	100	1	8001
m	575	311	200	150	0	0	360s	100	1	8003
m	343	245	200	150	0	0	360s	100	2	8003
m	737	414	200	150	0	0	360s	100	1	8005
m	886	986	200	150	0	0	360s	100	1	8003
m	635	1017	200	150	0	0	360s	100	1	8001
m	940	619	200	150	0	0	360s	100	2	8001
m	635	311	200	150	0	0	360s	100	1	8001
m	845	559	200	150	0	0	360s	100	1	8002
m	773	660	200	150	0	0	360s	100	1	8003
m	394	585	150	150	0	0	360s	100	2	8003
m	394	585	150	150	0	0	360s	100	1	8001
m	695	1100	200	150	0	0	360s	100	1	8001
m	844	903	200	150	0	0	360s	100	1	8005
m	3596	1066	200	150	0	0	360s	100	1	8005
m	395	1082	200	150	0	0	360s	100	1	8005
m	418	954	200	150	0	0	360s	100	1	8003
m	282	681	200	150	0	0	360s	100	1	8003
m	281	880	200	150	0	0	360s	100	1	8005
m	788	426	200	150	0	0	360s	100	1	8001
m	864	484	200	150	0	0	360s	100	2	8001
m	742	944	200	150	0	0	360s	100	1	8001
m	528	1038	200	150	0	0	360s	100	1	8001
m	364	926	200	150	0	0	360s	100	1	8001
m	282	1180	200	150	0	0	360s	100	1	8001
m	427	1030	200	150	0	0	360s	100	1	8001
m	380	747	200	150	0	0	360s	100	1	8001
m	360	441	200	150	0	0	360s	100	1	8001
m	334	144	200	150	0	0	360s	100	1	8001
m	530	328	200	150	0	0	360s	100	1	8001
m	589	188	200	150	0	0	360s	100	2	8001
m	899	643	200	150	0	0	360s	100	1	8001
m	828	719	200	150	0	0	360s	100	1	8001
m	776	617	200	150	0	0	360s	100	1	8001
m	496	877	200	150	0	0	360s	100	1	8001
m	248	669	200	150	0	0	360s	100	2	8001
m	237	529	200	150	0	0	360s	100	1	8001
m	791	715	200	150	0	0	360s	100	1	8002
m	799	453	200	150	0	0	360s	100	1	8002
m	571	357	200	150	0	0	360s	100	1	8002
m	765	75	200	150	0	0	360s	100	1	8002
m	772	117	200	150	0	0	360s	100	1	8002
m	376	169	200	150	0	0	360s	100	1	8002
m	374	290	200	150	0	0	360s	100	1	8002
m	376	550	200	150	0	0	360s	100	2	8002
m	398	920	200	150	0	0	360s	100	1	8002
m	312	1018	200	150	0	0	360s	100	1	8002
m	559	1091	200	150	0	0	360s	100	1	8002
m	676	998	200	150	0	0	360s	100	1	8002
m	650	906	200	150	0	0	360s	100	2	8002
m	836	921	200	150	0	0	360s	100	1	8002
m	758	902	200	150	0	0	360s	100	1	8002
m	856	725	200	150	0	0	360s	100	1	8002
m	833	478	200	150	0	0	360s	100	1	8002
m	642	467	200	150	0	0	360s	100	1	8002
m	749	94	200	150	0	0	360s	100	1	8002
m	334	193	200	150	0	0	360s	100	1	8002
m	608	333	200	150	0	0	360s	100	1	8002
m	421	563	200	150	0	0	360s	100	1	8002
m	243	851	200	150	0	0	360s	100	2	8002
m	247	939	200	150	0	0	360s	100	1	8002
m	236	1170	200	150	0	0	360s	100	1	8002
m	625	794	200	150	0	0	360s	100	1	8003
m	570	1008	200	150	0	0	360s	100	1	8003
m	542	920	200	150	0	0	360s	100	1	8003
m	801	673	200	150	0	0	360s	100	1	8003
m	732	160	200	150	0	0	360s	100	1	8003
m	331	163	200	150	0	0	360s	100	1	8003
m	541	290	200	150	0	0	360s	100	1	8003
m	907	493	200	150	0	0	360s	100	1	8003
m	868	680	200	150	0	0	360s	100	1	8003
m	821	200	200	150	0	0	360s	100	1	8004
m	553	224	200	150	0	0	360s	100	1	8004
m	460	479	200	150	0	0	360s	100	1	8004
m	327	469	200	150	0	0	360s	100	2	8004
m	437	981	200	150	0	0	360s	100	1	8004
m	843	703	200	150	0	0	360s	100	1	8005
m	772	377	200	150	0	0	360s	100	1	8005
m	394	270	200	150	0	0	360s	100	1	8005
m	393	540	200	150	0	0	360s	100	1	8005
m	353	899	200	150	0	0	360s	100	2	8005
m	661	1056	200	150	0	0	360s	100	1	8005
m	901	1047	200	150	0	0	360s	100	1	8005
m	907	936	200	150	0	0	360s	100	1	8005
m	841	790	200	150	0	0	360s	100	1	8005
