//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	774	189	5	5	0	0	30s	100	2	4963
m	744	206	5	5	0	0	30s	100	2	4963
m	748	233	5	5	0	0	30s	100	2	4963
m	769	244	5	5	0	0	30s	100	2	4963
m	793	242	5	5	0	0	30s	100	2	4963
m	808	224	5	5	0	0	30s	100	2	4963
m	793	207	5	5	0	0	30s	100	2	4963
m	763	210	5	5	0	0	30s	100	2	4963
m	759	226	5	5	0	0	30s	100	2	4963
m	773	230	5	5	0	0	30s	100	2	4963
m	780	241	5	5	0	0	30s	100	2	4963
m	797	223	5	5	0	0	30s	100	2	4963
m	773	206	5	5	0	0	30s	100	2	4963
m	784	196	5	5	0	0	30s	100	2	4963
m	792	175	5	5	0	0	30s	100	2	4963
m	754	172	5	5	0	0	30s	100	2	4963
m	740	180	5	5	0	0	30s	100	2	4963
m	730	195	5	5	0	0	30s	100	2	4963
m	726	221	5	5	0	0	30s	100	2	4963
m	737	247	5	5	0	0	30s	100	2	4963
m	757	261	5	5	0	0	30s	100	2	4963
m	792	267	5	5	0	0	30s	100	2	4963
m	822	252	5	5	0	0	30s	100	2	4963
m	833	226	5	5	0	0	30s	100	2	4963
m	829	199	5	5	0	0	30s	100	2	4963
m	816	183	5	5	0	0	30s	100	2	4963
m	800	172	5	5	0	0	30s	100	2	4964
m	762	168	5	5	0	0	30s	100	2	4964
m	756	195	5	5	0	0	30s	100	2	4964
m	750	214	5	5	0	0	30s	100	2	4964
m	730	233	5	5	0	0	30s	100	2	4964
m	747	261	5	5	0	0	30s	100	2	4964
m	764	268	5	5	0	0	30s	100	2	4964
m	782	256	5	5	0	0	30s	100	2	4964
m	806	264	5	5	0	0	30s	100	2	4964
m	838	228	5	5	0	0	30s	100	2	4964
m	831	200	5	5	0	0	30s	100	2	4964
m	776	221	5	5	0	0	30s	100	2	4964
m	795	194	5	5	0	0	30s	100	2	4964
m	800	210	5	5	0	0	30s	100	2	4964
m	784	230	5	5	0	0	30s	100	2	4964
m	782	214	5	5	0	0	30s	100	2	4964
m	797	236	5	5	0	0	30s	100	2	4964
m	783	248	5	5	0	0	30s	100	2	4964
m	757	239	5	5	0	0	30s	100	2	4964
m	798	247	5	5	0	0	30s	100	2	4964
m	812	260	5	5	0	0	30s	100	2	4964
m	779	272	5	5	0	0	30s	100	2	4964
m	800	187	5	5	0	0	30s	100	2	4964
m	773	171	5	5	0	0	30s	100	2	4964
m	809	171	5	5	0	0	30s	100	2	4964
m	814	198	5	5	0	0	30s	100	2	4964
m	767	198	5	5	0	0	30s	100	2	4964
m	750	185	5	5	0	0	30s	100	2	4964
m	784	203	5	5	0	0	30s	100	2	4964
m	766	216	5	5	0	0	30s	100	2	4964
m	786	232	5	5	0	0	30s	100	2	4964
m	787	218	5	5	0	0	30s	100	2	4964
m	808	211	5	5	0	0	30s	100	2	4964
m	800	199	5	5	0	0	30s	100	2	4964
m	765	231	5	5	0	0	30s	100	2	4964
m	775	246	5	5	0	0	30s	100	2	4964
m	803	232	5	5	0	0	30s	100	2	4964
m	784	222	5	5	0	0	30s	100	2	4964
m	822	244	5	5	0	0	30s	100	2	4964
m	835	212	5	5	0	0	30s	100	2	4964
m	730	208	5	5	0	0	30s	100	2	4964
