//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	276	189	5	5	0	0	30s	100	2	4961
m	248	184	5	5	0	0	30s	100	2	4961
m	300	239	5	5	0	0	30s	100	2	4961
m	279	258	5	5	0	0	30s	100	2	4961
m	250	257	5	5	0	0	30s	100	2	4961
m	241	239	5	5	0	0	30s	100	2	4961
m	220	228	5	5	0	0	30s	100	2	4961
m	226	200	5	5	0	0	30s	100	2	4961
m	315	194	5	5	0	0	30s	100	2	4961
m	297	169	5	5	0	0	30s	100	2	4961
m	256	168	5	5	0	0	30s	100	2	4961
m	303	213	5	5	0	0	30s	100	2	4961
m	274	232	5	5	0	0	30s	100	2	4961
m	247	215	5	5	0	0	30s	100	2	4961
m	261	201	5	5	0	0	30s	100	2	4961
m	282	203	5	5	0	0	30s	100	2	4961
m	295	221	5	5	0	0	30s	100	2	4961
m	275	247	5	5	0	0	30s	100	2	4961
m	256	223	5	5	0	0	30s	100	2	4961
m	296	259	5	5	0	0	30s	100	2	4961
m	316	224	5	5	0	0	30s	100	2	4961
m	318	187	5	5	0	0	30s	100	2	4961
m	273	164	5	5	0	0	30s	100	2	4961
m	240	169	5	5	0	0	30s	100	2	4961
m	239	203	5	5	0	0	30s	100	2	4961
m	266	217	5	5	0	0	30s	100	2	4961
m	260	234	5	5	0	0	30s	100	2	4961
m	238	252	5	5	0	0	30s	100	2	4961
m	309	253	5	5	0	0	30s	100	2	4961
m	292	185	5	5	0	0	30s	100	2	4962
m	308	172	5	5	0	0	30s	100	2	4962
m	261	262	5	5	0	0	30s	100	2	4962
m	275	220	5	5	0	0	30s	100	2	4962
m	280	227	5	5	0	0	30s	100	2	4962
m	288	206	5	5	0	0	30s	100	2	4962
m	270	192	5	5	0	0	30s	100	2	4962
m	237	180	5	5	0	0	30s	100	2	4962
m	260	168	5	5	0	0	30s	100	2	4962
m	300	168	5	5	0	0	30s	100	2	4962
m	270	175	5	5	0	0	30s	100	2	4962
m	274	183	5	5	0	0	30s	100	2	4962
m	262	190	5	5	0	0	30s	100	2	4962
m	253	198	5	5	0	0	30s	100	2	4962
m	246	213	5	5	0	0	30s	100	2	4962
m	236	235	5	5	0	0	30s	100	2	4962
m	238	254	5	5	0	0	30s	100	2	4962
m	284	262	5	5	0	0	30s	100	2	4962
m	304	249	5	5	0	0	30s	100	2	4962
m	286	245	5	5	0	0	30s	100	2	4962
m	291	222	5	5	0	0	30s	100	2	4962
m	296	198	5	5	0	0	30s	100	2	4962
m	290	193	5	5	0	0	30s	100	2	4962
m	272	227	5	5	0	0	30s	100	2	4962
m	257	220	5	5	0	0	30s	100	2	4962
m	258	204	5	5	0	0	30s	100	2	4962
m	280	206	5	5	0	0	30s	100	2	4962
m	242	219	5	5	0	0	30s	100	2	4962
m	248	235	5	5	0	0	30s	100	2	4962
m	262	247	5	5	0	0	30s	100	2	4962
m	300	248	5	5	0	0	30s	100	2	4962
m	313	227	5	5	0	0	30s	100	2	4962
m	318	204	5	5	0	0	30s	100	2	4962
m	318	189	5	5	0	0	30s	100	2	4962
m	310	178	5	5	0	0	30s	100	2	4962
m	285	168	5	5	0	0	30s	100	2	4962
m	277	165	5	5	0	0	30s	100	2	4962
m	288	184	5	5	0	0	30s	100	2	4962
m	282	206	5	5	0	0	30s	100	2	4962
m	285	222	5	5	0	0	30s	100	2	4962
m	265	216	5	5	0	0	30s	100	2	4962
m	253	210	5	5	0	0	30s	100	2	4962
m	246	166	5	5	0	0	30s	100	2	4962
m	275	260	5	5	0	0	30s	100	2	4962
m	272	267	5	5	0	0	30s	100	2	4962
m	306	240	5	5	0	0	30s	100	2	4962
m	307	215	5	5	0	0	30s	100	2	4962
m	322	210	5	5	0	0	30s	100	2	4962
m	323	192	5	5	0	0	30s	100	2	4962
m	325	226	5	5	0	0	30s	100	2	4962
m	319	238	5	5	0	0	30s	100	2	4962
m	228	236	5	5	0	0	30s	100	2	4962
m	218	215	5	5	0	0	30s	100	2	4962
m	219	199	5	5	0	0	30s	100	2	4962
m	222	187	5	5	0	0	30s	100	2	4962
m	238	177	5	5	0	0	30s	100	2	4962
m	256	204	5	5	0	0	30s	100	2	4962
m	264	220	5	5	0	0	30s	100	2	4962
m	270	205	5	5	0	0	30s	100	2	4962
m	283	213	5	5	0	0	30s	100	2	4962
m	267	238	5	5	0	0	30s	100	2	4962
m	254	240	5	5	0	0	30s	100	2	4962
m	253	226	5	5	0	0	30s	100	2	4962
m	288	231	5	5	0	0	30s	100	2	4962
m	245	198	5	5	0	0	30s	100	2	4961
m	253	190	5	5	0	0	30s	100	2	4961
m	260	185	5	5	0	0	30s	100	2	4961
m	231	176	5	5	0	0	30s	100	2	4961
m	231	254	5	5	0	0	30s	100	2	4961
m	245	264	5	5	0	0	30s	100	2	4961
m	292	203	5	5	0	0	30s	100	2	4961
m	298	225	5	5	0	0	30s	100	2	4961
m	289	191	5	5	0	0	30s	100	2	4961
m	269	198	5	5	0	0	30s	100	2	4961
